ts,machine_id,type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,vibration_mms,current_a,humidity_pct,twf,hdf,pwf,osf,rnf,machine_failure,power_w
2024-01-01 00:00:00,CNC-01,L,298.98567670150686,310.44545631855425,2645.521022663569,14.103622443120093,40.11542600554186,3.28723989698287,7.030915736487627,55.24124413631163,0,0,0,0,0,0,3907.2437781004055
2024-01-01 00:00:00,CNC-02,M,298.88288613668163,310.99782858027874,2611.9073995025,18.026763626745566,8.437140586116998,3.1682761226833565,8.840110724945259,53.99536159539778,0,0,0,0,0,0,4930.649800657154
2024-01-01 00:00:00,CNC-03,H,298.7226260847651,309.65558143651316,2777.4214687379704,11.0546770478584,29.06249142266607,3.28603195135724,6.002221287149036,54.03641272531265,0,0,1,0,0,1,3215.262725137682
2024-01-01 00:01:00,CNC-01,L,298.97475757902714,310.52343299698396,2850.0257927815514,13.861216690218834,41.145426005541864,3.364501593463091,7.151219746509521,53.37724171289201,0,0,0,0,0,0,4136.935609098854
2024-01-01 00:01:00,CNC-02,M,298.83584839297794,310.3119266336191,2765.1615017824606,13.77244099695746,9.467140586116997,3.2401856296217733,7.103286712834252,44.6614533413932,0,0,0,0,0,0,3988.0449087872244
2024-01-01 00:01:00,CNC-03,H,299.02019303593653,310.3907062039196,2754.1296805231077,13.908824981626697,30.11208273059568,3.3357195782450653,7.207388487776951,55.67247242954936,0,0,0,0,0,0,4011.469050108949
2024-01-01 00:02:00,CNC-01,L,299.1142614781984,311.43073518909114,2633.06261975033,17.905605107115342,42.227949822188734,3.1820306455444176,9.026953886387007,53.891279779398616,0,0,0,0,0,0,4937.178259085319
2024-01-01 00:02:00,CNC-02,M,299.0558039769077,310.247926247412,2741.163615692985,12.158619993679103,10.51608546709326,3.1487461395238814,6.172462781860012,55.873270043507496,0,0,1,0,0,1,3490.180291841616
2024-01-01 00:02:00,CNC-03,H,298.4723080882866,309.4665520436112,2883.229839626462,10.23919676729733,31.142082730595682,3.3244059475429095,5.562579097018396,54.90791094350334,0,0,1,0,0,1,3091.5321761042865
2024-01-01 00:03:00,CNC-01,L,298.6670053903883,310.13963314198355,2589.924393107531,14.613339171576335,43.31618989523549,3.1522829423816976,7.163277389893743,55.06361849912457,0,0,0,0,0,0,3963.3750241493085
2024-01-01 00:03:00,CNC-02,M,298.88032945514425,310.16307038329523,2821.7499522744333,12.766709718359875,11.54608546709326,3.4446145887675823,6.7930512151786795,54.19818507822117,0,0,0,0,0,0,3772.472895347352
2024-01-01 00:03:00,CNC-03,H,299.08671416943764,311.50088115702414,2512.1534574034517,19.694625711651288,32.25015927770536,3.038104787933936,9.440838614333916,54.370854446969744,0,0,0,0,0,0,5181.106443886836
2024-01-01 00:04:00,CNC-01,L,299.04996324749715,310.54396197919306,2750.3888601722992,13.789651743664344,44.34618989523549,3.2458935250257883,7.019388017153244,52.683189451202246,0,0,0,0,0,0,3971.6961560252544
2024-01-01 00:04:00,CNC-02,M,298.96085572160223,310.40255622395426,2723.5154352887625,13.716376608401747,12.607923814987753,3.2903173392187948,7.131227301533679,49.67006498717901,0,0,0,0,0,0,3911.991116276154
2024-01-01 00:04:00,CNC-03,H,299.1017437848489,310.9075044545966,2698.3950520664794,14.790473922210412,33.31172999456735,3.176015704049663,7.507344561967943,54.10964083019225,0,0,0,0,0,0,4179.422148219289
2024-01-01 00:05:00,CNC-01,L,298.9665636138106,310.4412540717676,2814.9236608525025,12.93194638681161,45.37618989523549,3.3439389008496896,6.7688274298411,54.859938074983575,0,0,0,0,0,0,3812.0547978721825
2024-01-01 00:05:00,CNC-02,M,298.84765512042077,310.24333414489354,2770.521453769733,14.146453642504634,13.679981985890432,3.3269888095417226,7.357583925999679,48.361006622226,0,0,0,0,0,0,4104.286945153
2024-01-01 00:05:00,CNC-03,H,298.822651668034,310.74503757784896,2511.756633086732,17.90666183072595,34.419464466363706,3.077525234558678,8.631007877942428,52.68118550592719,0,0,0,0,0,0,4709.998922642876
2024-01-01 00:06:00,CNC-01,L,298.9535350420683,310.6512741864934,2668.7304386393225,15.892099041012301,46.44011762958711,3.244380663399773,8.07749844113857,57.3388478545036,0,0,0,0,0,0,4441.345816922148
2024-01-01 00:06:00,CNC-02,M,298.7516505003075,309.6000574074102,2594.382332208991,11.689324648208816,14.763210627768988,3.1268708923452944,5.872154201208945,53.5622618964309,0,0,1,0,0,1,3175.791752952091
2024-01-01 00:06:00,CNC-03,H,298.80953655286766,310.0862076430838,2802.5696587439734,11.817027516553852,35.44946446636371,3.295490588804198,6.281042622252872,51.32969744227046,0,0,1,0,0,1,3468.113329381405
2024-01-01 00:07:00,CNC-01,L,298.8466068328936,310.31982602100635,2801.6541180580034,14.08323040044558,47.49075628229089,3.344208188516653,7.287283955399605,50.22193157788286,0,0,0,0,0,0,4131.8583095244185
2024-01-01 00:07:00,CNC-02,M,298.8788246732204,311.064899065974,2468.992059696827,19.872811630253175,15.883180402396814,2.9458162430991184,9.057898810042786,55.898322379428336,0,0,0,0,0,0,5138.160039282753
2024-01-01 00:07:00,CNC-03,H,298.90172650753016,311.0053378067195,2798.6897970457844,16.264859624706826,36.52589648560592,3.249956399995982,8.421171639667431,52.89189075413436,0,0,0,0,0,0,4766.874321518424
2024-01-01 00:08:00,CNC-01,L,298.95286690362155,309.7151408775069,2739.6289430960155,10.686765982138727,48.550416724270605,3.238484227928429,5.624857251229105,50.345677437243815,0,0,1,0,0,1,3065.9612601388408
2024-01-01 00:08:00,CNC-02,M,299.30332325122714,310.9478241150896,2568.416964226084,16.63330884977398,16.969340842796992,3.1465399309688897,7.892104336297167,56.49699820051009,0,0,0,0,0,0,4473.761207268343
2024-01-01 00:08:00,CNC-03,H,299.08640007289165,311.2244969951081,2664.1493130500858,17.330170187699295,37.58561158578515,3.249757026329825,8.657304224704125,55.365767139205346,0,0,0,0,0,0,4834.927953818114
2024-01-01 00:09:00,CNC-01,L,298.9372907498931,310.4680916979939,2812.226075332484,13.633887368506699,49.5850335666584,3.399650781338201,7.34295179048118,52.926938388599254,0,0,0,0,0,0,4015.120194719355
2024-01-01 00:09:00,CNC-02,M,298.7380722906422,309.9549162956758,2633.6730123799725,13.426996925361571,18.030216523974918,3.1393194022695923,6.863510051131367,55.3217836184829,0,0,0,0,0,0,3703.133432181619
2024-01-01 00:09:00,CNC-03,H,299.29351727826315,311.63087874491424,2642.7808441718857,18.022480459937416,38.651703152445336,3.159952181171978,8.974384302985627,50.891022365380216,0,0,0,0,0,0,4987.74602898381
2024-01-01 00:10:00,CNC-01,L,298.9759558769071,311.032614957892,2624.5606319242534,16.457519908703595,50.671672486077185,3.0586243869215615,8.00718353742661,50.48792676941682,0,0,0,0,0,0,4523.239849625994
2024-01-01 00:10:00,CNC-02,M,298.99599615967855,310.371703831717,2674.7543686212366,14.533782150295211,19.084125747661172,3.2377845905477973,7.1023909862099375,55.09097681913842,0,0,0,0,0,0,4070.906893609709
2024-01-01 00:10:00,CNC-03,H,298.6060844753576,310.32435057021047,2679.059726177892,14.036738473438174,39.70748934679789,3.1857601283653967,7.104456403331593,57.21747700505124,0,0,0,0,0,0,3938.013694969651
2024-01-01 00:11:00,CNC-01,L,298.79732930916214,310.5513516118756,2622.9231670595836,15.945920418534705,51.75531717978912,3.2125370677376486,7.692778520064184,49.305132626236706,0,0,0,0,0,0,4379.8958081699475
2024-01-01 00:11:00,CNC-02,M,299.0271071565001,309.8145712343788,2710.4529463382582,10.186409776062874,20.120356647400182,3.196661241403012,5.146629352994597,50.96799188818028,0,0,1,0,0,1,2891.2898602419036
2024-01-01 00:11:00,CNC-03,H,298.92893875870857,310.463627282837,2782.130274886301,13.657754998791699,40.737489346797894,3.3457249629558987,7.112695239273215,55.305794197120036,0,0,0,0,0,0,3979.1049873516886
2024-01-01 00:12:00,CNC-01,L,299.07474496495564,310.13719574162633,2705.6043242397554,11.929040050415045,52.817668126332215,3.2742010728207265,6.200929658203676,55.50703953666712,0,0,1,0,0,1,3379.8575691317137
2024-01-01 00:12:00,CNC-02,M,298.91023110797306,309.5191562620766,2674.3695948310724,11.594726068627628,21.18850525321743,3.1954046405891874,5.898385210072589,53.88728035863419,0,0,1,0,0,1,3247.2112035323053
2024-01-01 00:12:00,CNC-03,H,298.9520629175624,310.13187778903574,2612.5459687606517,12.943378524088054,41.81692239871517,3.1644057260572778,6.202708346738679,51.94600596282092,0,0,0,0,0,0,3541.1164667926473
2024-01-01 00:13:00,CNC-01,L,298.98533300804513,311.44523352289787,2570.949375652419,19.36383847119014,53.911919611490774,3.1339896931850233,9.417442792135754,54.530913276186205,0,0,0,0,0,0,5213.310528365205
2024-01-01 00:13:00,CNC-02,M,298.8868385766997,310.0876235358975,2817.6467589300987,12.936747630876752,22.236137630214987,3.293746033211489,6.953076137226181,55.37367247068623,0,0,0,0,0,0,3817.159170501935
2024-01-01 00:13:00,CNC-03,H,298.97870887582957,310.927893064983,2683.531962461879,16.813796455218412,42.88609443091944,3.1941221182853288,8.62960084143662,56.472432800383146,0,0,0,0,0,0,4724.99307083565
2024-01-01 00:14:00,CNC-01,L,298.86776823969336,310.73042584353226,2694.93629062899,16.149749733715144,54.98644849618443,3.311201476226628,8.154648555585638,51.54052322607596,0,0,0,0,0,0,4557.670426530525
2024-01-01 00:14:00,CNC-02,M,298.98244352540576,311.2117370899384,2569.6847292730995,19.538275849611143,23.353975403945807,3.0699502634868745,9.38256877935272,54.17494003756165,0,0,0,0,0,0,5257.686640839647
2024-01-01 00:14:00,CNC-03,H,298.72752118858597,309.97805708619285,2754.10675727237,12.058255177793392,43.925536979649614,3.2416416176960112,5.916015372604821,54.878939797120964,0,0,1,0,0,1,3477.7139623513694
2024-01-01 00:15:00,CNC-01,L,299.00096834277343,309.64529309267823,2814.2784301154484,9.394999750163542,56.02124781302351,3.3733006085335835,4.980408772458257,56.74174715701617,0,0,1,0,0,1,2768.805525208524
